OPE6_ID,INSTNM,CONTROL,CIP4,CIPCODE,CIPDESC,Program_Normalized,CREDLEV,IPEDSCOUNT2,EARN_MDN_1YR,EARN_MDN_4YR,EARN_MDN_5YR,EARN_GT_THRESHOLD_5YR,DEBT_ALL_STGP_EVAL_MDN
1379,Connecticut College,Private,45.11,4511,Sociology.,Sociology,3,14,22636,54667,60689,,20670
1379,Connecticut College,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,2,,,,,
1379,Connecticut College,Private,50.07,5007,Fine and Studio Arts.,Art,3,16,36564,36004,46300,,21500
1379,Connecticut College,Private,50.09,5009,Music.,Music,3,4,,,,,
1379,Connecticut College,Private,54.01,5401,History.,History,3,26,34657,54968,52974,,21500
1417,University of Connecticut,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,54,75649,100459,122606,35,19500
1417,University of Connecticut,Public,11.07,1107,Computer Science.,Computer Science,3,96,79605,105734,128072,42,25000
1417,University of Connecticut,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,43,,52307,55689,34,24500
1417,University of Connecticut,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,81,25777,58220,59551,30,24148
1417,University of Connecticut,Public,14.08,1408,Civil Engineering.,Civil Engineering,3,101,70388,81556,90694,75,24000
1417,University of Connecticut,Public,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,66,77411,87623,99424,55,26500
1417,University of Connecticut,Public,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,194,74869,82004,93562,104,22089
1417,University of Connecticut,Public,23.01,2301,"English Language and Literature, General.",English,3,126,27335,47797,56658,112,21824
1417,University of Connecticut,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,95,44240,47843,57793,125,19931
1417,University of Connecticut,Public,26.01,2601,"Biology, General.",Biology,3,224,33189,56494,71208,157,23250
1417,University of Connecticut,Public,27.01,2701,Mathematics.,Mathematics,3,35,53284,57579,65438,36,21163
1417,University of Connecticut,Public,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,61,38647,52194,62769,38,21500
1417,University of Connecticut,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,28,32586,,,,21500
1417,University of Connecticut,Public,40.05,4005,Chemistry.,Chemistry,3,44,52216,65230,72122,27,25818
1417,University of Connecticut,Public,42.01,4201,"Psychology, General.",Psychology,3,387,33521,51468,61059,352,21506
1417,University of Connecticut,Public,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,19,,,,,23199
1417,University of Connecticut,Public,44.07,4407,Social Work.,Social Work,3,14,,,,,
1417,University of Connecticut,Public,45.06,4506,Economics.,Economics,3,430,52227,67339,80530,249,21125
1417,University of Connecticut,Public,45.1,4510,Political Science and Government.,Political Science,3,193,37009,58466,74491,183,20464
1417,University of Connecticut,Public,45.11,4511,Sociology.,Sociology,3,51,31913,49247,60962,73,19500
1417,University of Connecticut,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,19,18002,33757,29845,,25411
1417,University of Connecticut,Public,50.07,5007,Fine and Studio Arts.,Art,3,41,24419,46590,54934,30,21500
1417,University of Connecticut,Public,50.09,5009,Music.,Music,3,32,31336,40283,46374,20,24148
1417,University of Connecticut,Public,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,20,,80323,99290,29,
1417,University of Connecticut,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,240,84969,80687,93828,262,20313
1417,University of Connecticut,Public,52.01,5201,"Business/Commerce, General.",Business Administration,3,44,50489,64727,68564,59,19078
1417,University of Connecticut,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,85,57842,71443,81921,103,20500
1417,University of Connecticut,Public,52.03,5203,Accounting and Related Services.,Accounting,3,117,70945,80683,94820,135,21500
1417,University of Connecticut,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,216,67009,87592,104878,160,19500
1417,University of Connecticut,Public,52.14,5214,Marketing.,Marketing,3,105,54809,74369,88892,75,21500
1417,University of Connecticut,Public,54.01,5401,History.,History,3,77,27581,48903,56032,65,21377
22449,Goodwin University,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,4,,,,,
22449,Goodwin University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,12,,,,,
22449,Goodwin University,Private,44.07,4407,Social Work.,Social Work,3,0,,,,,
22449,Goodwin University,Private,51.22,5122,Public Health.,Public Health,3,14,,,,,35718
22449,Goodwin University,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,90,89747,88131,101664,51,41378
22449,Goodwin University,Private,52.01,5201,"Business/Commerce, General.",Business Administration,3,0,,,,,
22449,Goodwin University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,15,,,,,
1425,Eastern Connecticut State University,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,44,,74216,83322,45,23250
1425,Eastern Connecticut State University,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,23,47445,50118,53749,40,26478
1425,Eastern Connecticut State University,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,10,47736,48956,54386,17,29000
1425,Eastern Connecticut State University,Public,23.01,2301,"English Language and Literature, General.",English,3,55,30616,42583,52209,51,25976
1425,Eastern Connecticut State University,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,88,41870,43775,50040,62,21114
1425,Eastern Connecticut State University,Public,26.01,2601,"Biology, General.",Biology,3,40,39977,53040,63819,33,23127
1425,Eastern Connecticut State University,Public,27.01,2701,Mathematics.,Mathematics,3,24,45858,51595,58780,28,22743
1425,Eastern Connecticut State University,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,26,34132,42899,50860,47,24685
1425,Eastern Connecticut State University,Public,42.01,4201,"Psychology, General.",Psychology,3,100,29403,42328,52707,113,23250
1425,Eastern Connecticut State University,Public,44.07,4407,Social Work.,Social Work,3,47,29471,50362,56719,57,21500
1425,Eastern Connecticut State University,Public,45.06,4506,Economics.,Economics,3,4,,49968,51278,17,
1425,Eastern Connecticut State University,Public,45.1,4510,Political Science and Government.,Political Science,3,17,,42647,55512,17,26000
1425,Eastern Connecticut State University,Public,45.11,4511,Sociology.,Sociology,3,44,38523,40335,45995,67,26000
1425,Eastern Connecticut State University,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,20,,,33551,,
1425,Eastern Connecticut State University,Public,50.07,5007,Fine and Studio Arts.,Art,3,27,23534,42170,49915,30,21250
1425,Eastern Connecticut State University,Public,50.09,5009,Music.,Music,3,10,,,,,
1425,Eastern Connecticut State University,Public,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,66,32962,,,,25596
1425,Eastern Connecticut State University,Public,52.01,5201,"Business/Commerce, General.",Business Administration,3,0,44048,63762,71874,98,21500
1425,Eastern Connecticut State University,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,87,,,,,
1425,Eastern Connecticut State University,Public,52.03,5203,Accounting and Related Services.,Accounting,3,38,42549,59706,73041,50,23125
1425,Eastern Connecticut State University,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,22,43250,,,,24625
1425,Eastern Connecticut State University,Public,54.01,5401,History.,History,3,33,26186,39596,49914,30,22395
1385,Fairfield University,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,23,,,,,
1385,Fairfield University,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,0,,,,,
1385,Fairfield University,Private,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,6,,,,,
1385,Fairfield University,Private,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,31,62846,85931,88933,26,26644
1385,Fairfield University,Private,23.01,2301,"English Language and Literature, General.",English,3,24,27206,59811,63905,54,27000
1385,Fairfield University,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,9,,,,,
1385,Fairfield University,Private,26.01,2601,"Biology, General.",Biology,3,42,,69349,85315,28,26290
1385,Fairfield University,Private,27.01,2701,Mathematics.,Mathematics,3,19,,70064,74058,25,27000
1385,Fairfield University,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,0,,,,,
1385,Fairfield University,Private,40.05,4005,Chemistry.,Chemistry,3,3,,,,,
1385,Fairfield University,Private,42.01,4201,"Psychology, General.",Psychology,3,64,39890,61555,66585,68,26000
1385,Fairfield University,Private,44.07,4407,Social Work.,Social Work,3,2,,,,,
1385,Fairfield University,Private,45.06,4506,Economics.,Economics,3,21,74023,81906,97565,36,23250
1385,Fairfield University,Private,45.1,4510,Political Science and Government.,Political Science,3,12,38426,65857,81620,30,27000
1385,Fairfield University,Private,45.11,4511,Sociology.,Sociology,3,9,,,,,
1385,Fairfield University,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,2,,,,,
1385,Fairfield University,Private,50.07,5007,Fine and Studio Arts.,Art,3,8,,,,,
1385,Fairfield University,Private,50.09,5009,Music.,Music,3,2,,,,,
1385,Fairfield University,Private,51.22,5122,Public Health.,Public Health,3,14,,,,,
1385,Fairfield University,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,188,91418,89845,100140,83,25000
1385,Fairfield University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,38,50558,73938,80731,46,25000
1385,Fairfield University,Private,52.03,5203,Accounting and Related Services.,Accounting,3,75,71747,89779,110042,63,26633
1385,Fairfield University,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,165,62952,98540,118205,118,27000
1385,Fairfield University,Private,52.14,5214,Marketing.,Marketing,3,115,53891,75350,91769,84,27000
1385,Fairfield University,Private,54.01,5401,History.,History,3,7,,,60119,,
1422,University of Hartford,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,18,34812,,,,27000
1422,University of Hartford,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,6,,,,,
1422,University of Hartford,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,18,45125,,59156,,27000
1422,University of Hartford,Private,14.08,1408,Civil Engineering.,Civil Engineering,3,21,67968,75632,85323,23,25125
1422,University of Hartford,Private,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,20,,,,,25973
1422,University of Hartford,Private,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,43,73871,81682,86270,41,27000
1422,University of Hartford,Private,23.01,2301,"English Language and Literature, General.",English,3,9,,,,,
1422,University of Hartford,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,35,,,,,
1422,University of Hartford,Private,26.01,2601,"Biology, General.",Biology,3,31,29763,39380,53575,21,27000
1422,University of Hartford,Private,27.01,2701,Mathematics.,Mathematics,3,6,,,,,
1422,University of Hartford,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,5,,,,,
1422,University of Hartford,Private,40.05,4005,Chemistry.,Chemistry,3,3,,,,,
1422,University of Hartford,Private,42.01,4201,"Psychology, General.",Psychology,3,64,28707,50168,58160,50,27000
1422,University of Hartford,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,17,38309,49821,61393,29,26751
1422,University of Hartford,Private,45.06,4506,Economics.,Economics,3,21,,,,,
1422,University of Hartford,Private,45.1,4510,Political Science and Government.,Political Science,3,8,35492,46226,64946,,27000
1422,University of Hartford,Private,45.11,4511,Sociology.,Sociology,3,7,,,,,
1422,University of Hartford,Private,50.04,5004,Design and Applied Arts.,Design,3,42,29515,39266,44307,47,27000
1422,University of Hartford,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,14,,,,,
1422,University of Hartford,Private,50.07,5007,Fine and Studio Arts.,Art,3,20,25465,33933,44333,25,27000
1422,University of Hartford,Private,50.09,5009,Music.,Music,3,70,24511,26578,30834,49,27000
1422,University of Hartford,Private,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,94,32157,48873,65224,40,27000
1422,University of Hartford,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,12,106348,98736,107755,35,22900
1422,University of Hartford,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,29,40799,68260,78366,20,26677
1422,University of Hartford,Private,52.03,5203,Accounting and Related Services.,Accounting,3,26,51981,65695,79172,23,26000
1422,University of Hartford,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,23,54098,,73304,,27000
1422,University of Hartford,Private,54.01,5401,History.,History,3,4,,,,,
1389,Holy Apostles College and Seminary,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,5,,,,,
1393,Mitchell College,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,11,,,,,
1393,Mitchell College,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,14,,35415,40578,,
1393,Mitchell College,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,13,27007,44412,39192,18,
1393,Mitchell College,Private,42.01,4201,"Psychology, General.",Psychology,3,6,,,,,
1393,Mitchell College,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,25,32782,38727,50395,35,27000
1393,Mitchell College,Private,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,4,,,,,
1393,Mitchell College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,14,25277,35115,43625,19,26000
1397,University of New Haven,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,23,,,,,
1397,University of New Haven,Private,11.07,1107,Computer Science.,Computer Science,3,0,,,,,
1397,University of New Haven,Private,14.08,1408,Civil Engineering.,Civil Engineering,3,19,70495,77976,91932,20,27000
1397,University of New Haven,Private,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,14,85618,87071,100639,19,
1397,University of New Haven,Private,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,37,62534,78504,90370,27,27000
1397,University of New Haven,Private,23.01,2301,"English Language and Literature, General.",English,3,4,,,,,
1397,University of New Haven,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,2,,,,,
1397,University of New Haven,Private,26.01,2601,"Biology, General.",Biology,3,34,39628,56274,66604,59,27000
1397,University of New Haven,Private,27.01,2701,Mathematics.,Mathematics,3,0,,,,,
1397,University of New Haven,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,0,,,,,
1397,University of New Haven,Private,40.05,4005,Chemistry.,Chemistry,3,3,,55756,63881,47,27000
1397,University of New Haven,Private,42.01,4201,"Psychology, General.",Psychology,3,103,29108,39348,48851,64,27000
1397,University of New Haven,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,231,36455,51651,57738,191,27000
1397,University of New Haven,Private,45.06,4506,Economics.,Economics,3,6,,,,,
1397,University of New Haven,Private,45.1,4510,Political Science and Government.,Political Science,3,10,,,,,
1397,University of New Haven,Private,50.04,5004,Design and Applied Arts.,Design,3,9,26425,,,,27000
1397,University of New Haven,Private,50.07,5007,Fine and Studio Arts.,Art,3,2,,,,,
1397,University of New Haven,Private,50.09,5009,Music.,Music,3,20,22171,42021,39704,36,27000
1397,University of New Haven,Private,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,16,,,,,
1397,University of New Haven,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,69,34106,53660,62100,53,26811
1397,University of New Haven,Private,52.03,5203,Accounting and Related Services.,Accounting,3,18,,68891,81455,26,20636
1397,University of New Haven,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,13,,,,,25402
1397,University of New Haven,Private,52.14,5214,Marketing.,Marketing,3,15,,63304,66012,16,26000
1397,University of New Haven,Private,54.01,5401,History.,History,3,2,,,,,
7459,Paier College,Private,50.04,5004,Design and Applied Arts.,Design,3,0,,25525,,,
7459,Paier College,Private,50.07,5007,Fine and Studio Arts.,Art,3,5,,,,,
1401,Post University,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,70,,,,,
1401,Post University,Private,26.01,2601,"Biology, General.",Biology,3,16,,,,,
1401,Post University,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,26,29592,39074,50023,,28490
1401,Post University,Private,42.01,4201,"Psychology, General.",Psychology,3,67,31377,43606,49661,34,35072
1401,Post University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,96,49449,45015,54147,80,29000
1401,Post University,Private,45.11,4511,Sociology.,Sociology,3,0,,,,,
1401,Post University,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,17,,,,,
1401,Post University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,397,61704,63923,68955,241,29772
1401,Post University,Private,52.03,5203,Accounting and Related Services.,Accounting,3,68,59213,61833,72984,71,30750
1401,Post University,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,37,55402,,,,30750
1401,Post University,Private,52.14,5214,Marketing.,Marketing,3,36,54931,47277,51531,19,29875
1402,Quinnipiac University,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,19,,,,,
1402,Quinnipiac University,Private,11.07,1107,Computer Science.,Computer Science,3,0,,,,,
1402,Quinnipiac University,Private,14.08,1408,Civil Engineering.,Civil Engineering,3,13,73064,,,,27000
1402,Quinnipiac University,Private,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,27,65640,,,,27000
1402,Quinnipiac University,Private,23.01,2301,"English Language and Literature, General.",English,3,16,,45483,48262,,26500
1402,Quinnipiac University,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,7,,,,,
1402,Quinnipiac University,Private,26.01,2601,"Biology, General.",Biology,3,100,44657,56734,79316,42,27000
1402,Quinnipiac University,Private,27.01,2701,Mathematics.,Mathematics,3,8,,,,,
1402,Quinnipiac University,Private,40.05,4005,Chemistry.,Chemistry,3,3,,,,,
1402,Quinnipiac University,Private,42.01,4201,"Psychology, General.",Psychology,3,0,32192,47511,58105,51,26000
1402,Quinnipiac University,Private,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,91,,,,,26000
1402,Quinnipiac University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,51,41989,50340,66075,41,27000
1402,Quinnipiac University,Private,45.06,4506,Economics.,Economics,3,27,48340,,,,23750
1402,Quinnipiac University,Private,45.1,4510,Political Science and Government.,Political Science,3,33,26440,60974,76871,20,27000
1402,Quinnipiac University,Private,45.11,4511,Sociology.,Sociology,3,20,,,62896,,
1402,Quinnipiac University,Private,50.04,5004,Design and Applied Arts.,Design,3,19,35884,,,,26000
1402,Quinnipiac University,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,4,,,,,
1402,Quinnipiac University,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,246,84856,87407,98844,147,26874
1402,Quinnipiac University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,91,47845,68550,81675,107,25000
1402,Quinnipiac University,Private,52.03,5203,Accounting and Related Services.,Accounting,3,42,75566,79981,96742,47,23250
1402,Quinnipiac University,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,118,51589,84583,93070,67,25000
1402,Quinnipiac University,Private,52.14,5214,Marketing.,Marketing,3,100,52059,,,,24250
1402,Quinnipiac University,Private,54.01,5401,History.,History,3,19,,,,,27000
1403,Sacred Heart University,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,32,58214,72115,92216,29,26191
1403,Sacred Heart University,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,7,,,,,
1403,Sacred Heart University,Private,23.01,2301,"English Language and Literature, General.",English,3,18,,49152,59202,28,27000
1403,Sacred Heart University,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,8,,,60911,16,27000
1403,Sacred Heart University,Private,26.01,2601,"Biology, General.",Biology,3,43,37450,52614,79093,24,23250
1403,Sacred Heart University,Private,27.01,2701,Mathematics.,Mathematics,3,7,,,,,
1403,Sacred Heart University,Private,40.05,4005,Chemistry.,Chemistry,3,2,,,,,
1403,Sacred Heart University,Private,42.01,4201,"Psychology, General.",Psychology,3,121,29166,52667,59673,99,26000
1403,Sacred Heart University,Private,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,0,,,,,
1403,Sacred Heart University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,52,41113,53931,62086,49,27000
1403,Sacred Heart University,Private,44.07,4407,Social Work.,Social Work,3,13,,47179,59083,24,26950
1403,Sacred Heart University,Private,45.06,4506,Economics.,Economics,3,25,,84096,99167,25,20800
1403,Sacred Heart University,Private,45.1,4510,Political Science and Government.,Political Science,3,15,17262,,,,20750
1403,Sacred Heart University,Private,45.11,4511,Sociology.,Sociology,3,6,,,,,
1403,Sacred Heart University,Private,50.04,5004,Design and Applied Arts.,Design,3,6,,,,,
1403,Sacred Heart University,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,6,,,,,
1403,Sacred Heart University,Private,50.07,5007,Fine and Studio Arts.,Art,3,10,,,,,
1403,Sacred Heart University,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,213,90830,87679,101121,162,27000
1403,Sacred Heart University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,123,42051,60131,71830,116,25000
1403,Sacred Heart University,Private,52.03,5203,Accounting and Related Services.,Accounting,3,83,60375,77390,91694,65,27000
1403,Sacred Heart University,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,99,56081,74953,93394,61,25531
1403,Sacred Heart University,Private,52.14,5214,Marketing.,Marketing,3,115,40891,64103,73560,88,25000
1403,Sacred Heart University,Private,54.01,5401,History.,History,3,6,,,,,
1409,University of Saint Joseph,Private,11.07,1107,Computer Science.,Computer Science,3,0,,,,,
1409,University of Saint Joseph,Private,23.01,2301,"English Language and Literature, General.",English,3,2,,,,,
1409,University of Saint Joseph,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,0,,,,,
1409,University of Saint Joseph,Private,26.01,2601,"Biology, General.",Biology,3,13,,30749,,,27000
1409,University of Saint Joseph,Private,27.01,2701,Mathematics.,Mathematics,3,2,,,,,
1409,University of Saint Joseph,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,0,,,,,
1409,University of Saint Joseph,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,0,,,,,
1409,University of Saint Joseph,Private,40.05,4005,Chemistry.,Chemistry,3,3,,,,,
1409,University of Saint Joseph,Private,42.01,4201,"Psychology, General.",Psychology,3,23,,45916,56721,25,27000
1409,University of Saint Joseph,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,4,,,,,
1409,University of Saint Joseph,Private,44.07,4407,Social Work.,Social Work,3,23,,52844,60647,40,26500
1409,University of Saint Joseph,Private,45.1,4510,Political Science and Government.,Political Science,3,0,,,,,
1409,University of Saint Joseph,Private,50.07,5007,Fine and Studio Arts.,Art,3,0,,,,,
1409,University of Saint Joseph,Private,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,3,,,,,
1409,University of Saint Joseph,Private,51.22,5122,Public Health.,Public Health,3,4,,,,,27000
1409,University of Saint Joseph,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,85,86555,80507,91862,94,27000
1409,University of Saint Joseph,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,8,,,,,
1409,University of Saint Joseph,Private,52.03,5203,Accounting and Related Services.,Accounting,3,5,,,,,
1409,University of Saint Joseph,Private,54.01,5401,History.,History,3,2,,,,,
1406,Southern Connecticut State University,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,47,58480,72091,78251,36,24713
1406,Southern Connecticut State University,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,74,,,,,
1406,Southern Connecticut State University,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,49,29653,44605,52973,66,22250
1406,Southern Connecticut State University,Public,23.01,2301,"English Language and Literature, General.",English,3,42,31016,32697,44909,25,23986
1406,Southern Connecticut State University,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,130,36168,41609,47918,187,23500
1406,Southern Connecticut State University,Public,26.01,2601,"Biology, General.",Biology,3,60,41973,51529,61609,39,20545
1406,Southern Connecticut State University,Public,27.01,2701,Mathematics.,Mathematics,3,18,,,,,
1406,Southern Connecticut State University,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,23,24029,,,,25000
1406,Southern Connecticut State University,Public,40.05,4005,Chemistry.,Chemistry,3,25,40767,,,,26000
1406,Southern Connecticut State University,Public,42.01,4201,"Psychology, General.",Psychology,3,120,35716,41899,50464,134,20000
1406,Southern Connecticut State University,Public,44.07,4407,Social Work.,Social Work,3,57,33862,50415,56869,87,22500
1406,Southern Connecticut State University,Public,45.06,4506,Economics.,Economics,3,8,,,,,
1406,Southern Connecticut State University,Public,45.1,4510,Political Science and Government.,Political Science,3,31,41383,,,,21212
1406,Southern Connecticut State University,Public,45.11,4511,Sociology.,Sociology,3,76,32013,47818,50533,27,25000
1406,Southern Connecticut State University,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,8,,,,,
1406,Southern Connecticut State University,Public,50.07,5007,Fine and Studio Arts.,Art,3,23,26549,42897,47210,33,20976
1406,Southern Connecticut State University,Public,50.09,5009,Music.,Music,3,5,,,,,
1406,Southern Connecticut State University,Public,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,28,,,,,
1406,Southern Connecticut State University,Public,51.22,5122,Public Health.,Public Health,3,56,35797,48833,57386,83,21500
1406,Southern Connecticut State University,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,113,87795,85751,92153,86,19000
1406,Southern Connecticut State University,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,249,42380,58197,67809,229,21500
1406,Southern Connecticut State University,Public,54.01,5401,History.,History,3,32,34858,,,,20500
1414,Trinity College,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,16,,,,,
1414,Trinity College,Private,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,0,,,,,
1414,Trinity College,Private,23.01,2301,"English Language and Literature, General.",English,3,36,,,,,22592
1414,Trinity College,Private,26.01,2601,"Biology, General.",Biology,3,28,52179,,,,26190
1414,Trinity College,Private,27.01,2701,Mathematics.,Mathematics,3,19,63076,,,,
1414,Trinity College,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,9,47952,,,,23927
1414,Trinity College,Private,40.05,4005,Chemistry.,Chemistry,3,6,,,,,
1414,Trinity College,Private,42.01,4201,"Psychology, General.",Psychology,3,71,48406,,,,21907
