OPE6_ID,INSTNM,CONTROL,CIP4,CIPCODE,CIPDESC,Program_Normalized,CREDLEV,IPEDSCOUNT2,EARN_MDN_1YR,EARN_MDN_4YR,EARN_MDN_5YR,EARN_GT_THRESHOLD_5YR,DEBT_ALL_STGP_EVAL_MDN
1002,Alabama A & M University,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,37,63900,68138,85218,26,30100
1002,Alabama A & M University,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,8,,,,,
1002,Alabama A & M University,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,2,,38288,44468,26,
1002,Alabama A & M University,Public,14.08,1408,Civil Engineering.,Civil Engineering,3,7,,,,,
1002,Alabama A & M University,Public,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,20,72241,75489,90409,28,32500
1002,Alabama A & M University,Public,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,41,71954,70527,82929,20,27100
1002,Alabama A & M University,Public,23.01,2301,"English Language and Literature, General.",English,3,6,,,,,
1002,Alabama A & M University,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,13,28877,39750,46627,20,31000
1002,Alabama A & M University,Public,26.01,2601,"Biology, General.",Biology,3,95,29098,38526,40721,29,27011
1002,Alabama A & M University,Public,27.01,2701,Mathematics.,Mathematics,3,5,,,,,
1002,Alabama A & M University,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,10,,,,,32737
1002,Alabama A & M University,Public,40.05,4005,Chemistry.,Chemistry,3,3,,,,,
1002,Alabama A & M University,Public,42.01,4201,"Psychology, General.",Psychology,3,40,26504,41597,41798,,25500
1002,Alabama A & M University,Public,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,31,31682,41331,45437,17,30500
1002,Alabama A & M University,Public,44.07,4407,Social Work.,Social Work,3,23,,39630,51819,22,30000
1002,Alabama A & M University,Public,45.1,4510,Political Science and Government.,Political Science,3,11,,,,,
1002,Alabama A & M University,Public,45.11,4511,Sociology.,Sociology,3,3,,,,,
1002,Alabama A & M University,Public,50.07,5007,Fine and Studio Arts.,Art,3,2,,,,,
1002,Alabama A & M University,Public,50.09,5009,Music.,Music,3,11,,,,,
1002,Alabama A & M University,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,59,40183,51283,54650,47,30000
1002,Alabama A & M University,Public,52.03,5203,Accounting and Related Services.,Accounting,3,12,47156,,,,27875
1002,Alabama A & M University,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,10,,,56731,,
1002,Alabama A & M University,Public,52.14,5214,Marketing.,Marketing,3,11,25945,,,,26500
1052,University of Alabama at Birmingham,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,70,69633,86934,101625,34,20750
1052,University of Alabama at Birmingham,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,65,42981,40010,47772,66,28267
1052,University of Alabama at Birmingham,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,142,32093,38487,47189,62,22500
1052,University of Alabama at Birmingham,Public,14.08,1408,Civil Engineering.,Civil Engineering,3,49,62283,75040,84553,27,25750
1052,University of Alabama at Birmingham,Public,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,29,76151,94376,99457,26,23362
1052,University of Alabama at Birmingham,Public,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,39,58191,78456,87901,35,20250
1052,University of Alabama at Birmingham,Public,23.01,2301,"English Language and Literature, General.",English,3,48,32324,40560,36019,22,22373
1052,University of Alabama at Birmingham,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,98,40968,41150,50137,23,21614
1052,University of Alabama at Birmingham,Public,26.01,2601,"Biology, General.",Biology,3,239,28127,40480,55561,66,21250
1052,University of Alabama at Birmingham,Public,27.01,2701,Mathematics.,Mathematics,3,35,46130,46880,52520,16,23571
1052,University of Alabama at Birmingham,Public,40.05,4005,Chemistry.,Chemistry,3,50,33931,,59510,20,26000
1052,University of Alabama at Birmingham,Public,42.01,4201,"Psychology, General.",Psychology,3,217,30132,37691,44287,129,21868
1052,University of Alabama at Birmingham,Public,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,92,34459,44301,48974,57,21500
1052,University of Alabama at Birmingham,Public,44.07,4407,Social Work.,Social Work,3,58,35750,40627,45369,58,24990
1052,University of Alabama at Birmingham,Public,45.1,4510,Political Science and Government.,Political Science,3,27,34474,52157,,,19500
1052,University of Alabama at Birmingham,Public,45.11,4511,Sociology.,Sociology,3,19,28137,34832,38987,25,26500
1052,University of Alabama at Birmingham,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,10,26670,,,,24784
1052,University of Alabama at Birmingham,Public,50.07,5007,Fine and Studio Arts.,Art,3,49,30809,34829,41015,40,23437
1052,University of Alabama at Birmingham,Public,50.09,5009,Music.,Music,3,17,,,,,
1052,University of Alabama at Birmingham,Public,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,19,,,,,24125
1052,University of Alabama at Birmingham,Public,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,120,40285,51637,58386,96,25125
1052,University of Alabama at Birmingham,Public,51.22,5122,Public Health.,Public Health,3,112,32187,41267,49049,20,25000
1052,University of Alabama at Birmingham,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,367,65173,66727,84228,205,18000
1052,University of Alabama at Birmingham,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,170,45761,56415,62800,159,24000
1052,University of Alabama at Birmingham,Public,52.03,5203,Accounting and Related Services.,Accounting,3,132,51640,53666,63551,81,27000
1052,University of Alabama at Birmingham,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,69,50939,62664,71298,16,19000
1052,University of Alabama at Birmingham,Public,52.14,5214,Marketing.,Marketing,3,99,39348,47757,62426,59,22072
1052,University of Alabama at Birmingham,Public,54.01,5401,History.,History,3,49,28121,40599,47929,25,20750
25034,Amridge University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,6,,,,,
25034,Amridge University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,12,,,,,
1055,University of Alabama in Huntsville,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,115,75159,76810,81623,29,20500
1055,University of Alabama in Huntsville,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,34,,45685,49945,18,
1055,University of Alabama in Huntsville,Public,14.08,1408,Civil Engineering.,Civil Engineering,3,40,64122,,,,19049
1055,University of Alabama in Huntsville,Public,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,77,81516,85408,94540,31,22125
1055,University of Alabama in Huntsville,Public,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,142,73984,83433,90362,25,22675
1055,University of Alabama in Huntsville,Public,23.01,2301,"English Language and Literature, General.",English,3,31,,,,,
1055,University of Alabama in Huntsville,Public,26.01,2601,"Biology, General.",Biology,3,88,36775,43133,56905,24,19736
1055,University of Alabama in Huntsville,Public,27.01,2701,Mathematics.,Mathematics,3,20,,,,,
1055,University of Alabama in Huntsville,Public,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,24,,,,,
1055,University of Alabama in Huntsville,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,48,27788,,,,20000
1055,University of Alabama in Huntsville,Public,40.05,4005,Chemistry.,Chemistry,3,21,,,,,
1055,University of Alabama in Huntsville,Public,42.01,4201,"Psychology, General.",Psychology,3,39,27247,,,,24750
1055,University of Alabama in Huntsville,Public,45.1,4510,Political Science and Government.,Political Science,3,8,,,,,
1055,University of Alabama in Huntsville,Public,45.11,4511,Sociology.,Sociology,3,15,,,,,
1055,University of Alabama in Huntsville,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,5,,,,,
1055,University of Alabama in Huntsville,Public,50.07,5007,Fine and Studio Arts.,Art,3,55,35123,,,,25250
1055,University of Alabama in Huntsville,Public,50.09,5009,Music.,Music,3,8,,,,,
1055,University of Alabama in Huntsville,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,221,63036,57022,70913,99,20911
1055,University of Alabama in Huntsville,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,110,39476,55070,68307,25,18500
1055,University of Alabama in Huntsville,Public,52.03,5203,Accounting and Related Services.,Accounting,3,47,45751,69175,75678,22,21034
1055,University of Alabama in Huntsville,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,43,56584,,,,
1055,University of Alabama in Huntsville,Public,52.14,5214,Marketing.,Marketing,3,35,40225,,,,15250
1055,University of Alabama in Huntsville,Public,54.01,5401,History.,History,3,12,,,,,
1005,Alabama State University,Public,11.07,1107,Computer Science.,Computer Science,3,12,,,,,
1005,Alabama State University,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,19,39444,38533,46679,28,32250
1005,Alabama State University,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,6,,,49194,18,50215
1005,Alabama State University,Public,23.01,2301,"English Language and Literature, General.",English,3,5,,,,,
1005,Alabama State University,Public,26.01,2601,"Biology, General.",Biology,3,40,30174,33460,46828,26,31000
1005,Alabama State University,Public,27.01,2701,Mathematics.,Mathematics,3,7,,,,,
1005,Alabama State University,Public,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,48,27978,,,,22388
1005,Alabama State University,Public,40.05,4005,Chemistry.,Chemistry,3,13,,,,,
1005,Alabama State University,Public,42.01,4201,"Psychology, General.",Psychology,3,27,22705,28440,39530,18,31000
1005,Alabama State University,Public,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,49,32898,34218,40621,60,31000
1005,Alabama State University,Public,44.07,4407,Social Work.,Social Work,3,33,34792,34589,42241,38,33188
1005,Alabama State University,Public,45.1,4510,Political Science and Government.,Political Science,3,10,,,,,
1005,Alabama State University,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,13,17997,33076,,,29000
1005,Alabama State University,Public,50.07,5007,Fine and Studio Arts.,Art,3,3,,,,,
1005,Alabama State University,Public,50.09,5009,Music.,Music,3,6,,,,,
1005,Alabama State University,Public,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,9,,,,,
1005,Alabama State University,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,26,28447,43995,,,31187
1005,Alabama State University,Public,52.03,5203,Accounting and Related Services.,Accounting,3,25,39762,,,,30000
1005,Alabama State University,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,10,,,,,
1005,Alabama State University,Public,52.14,5214,Marketing.,Marketing,3,16,,,,,
1005,Alabama State University,Public,54.01,5401,History.,History,3,3,,,,,
1051,The University of Alabama,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,110,83651,88504,102009,44,21992
1051,The University of Alabama,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,140,44025,45312,48985,137,26125
1051,The University of Alabama,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,9,28391,47390,53220,146,23750
1051,The University of Alabama,Public,14.08,1408,Civil Engineering.,Civil Engineering,3,129,70619,78604,86784,101,25000
1051,The University of Alabama,Public,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,77,79504,96527,108377,47,23787
1051,The University of Alabama,Public,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,343,75238,83433,91807,110,24015
1051,The University of Alabama,Public,23.01,2301,"English Language and Literature, General.",English,3,109,25045,36956,44593,53,21500
1051,The University of Alabama,Public,26.01,2601,"Biology, General.",Biology,3,256,29848,42650,61478,91,23905
1051,The University of Alabama,Public,27.01,2701,Mathematics.,Mathematics,3,105,44857,60584,69002,19,20000
1051,The University of Alabama,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,229,,,,,
1051,The University of Alabama,Public,40.05,4005,Chemistry.,Chemistry,3,56,,,,,25000
1051,The University of Alabama,Public,42.01,4201,"Psychology, General.",Psychology,3,306,29245,39261,47796,128,23250
1051,The University of Alabama,Public,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,0,34194,46119,55350,155,23250
1051,The University of Alabama,Public,44.07,4407,Social Work.,Social Work,3,53,31462,46391,50275,55,24072
1051,The University of Alabama,Public,45.1,4510,Political Science and Government.,Political Science,3,212,32699,50056,61049,96,23250
1051,The University of Alabama,Public,45.11,4511,Sociology.,Sociology,3,0,,,,,
1051,The University of Alabama,Public,50.04,5004,Design and Applied Arts.,Design,3,46,44215,47102,57905,27,26000
1051,The University of Alabama,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,30,19543,,27525,,26750
1051,The University of Alabama,Public,50.07,5007,Fine and Studio Arts.,Art,3,57,21836,36075,45258,25,22250
1051,The University of Alabama,Public,50.09,5009,Music.,Music,3,34,,,,,23519
1051,The University of Alabama,Public,51.22,5122,Public Health.,Public Health,3,192,35698,,,,25000
1051,The University of Alabama,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,491,73000,65351,80311,203,20000
1051,The University of Alabama,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,404,48668,57872,69113,288,23250
1051,The University of Alabama,Public,52.03,5203,Accounting and Related Services.,Accounting,3,315,53452,68159,79435,203,22190
1051,The University of Alabama,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,615,55580,72138,84758,128,23250
1051,The University of Alabama,Public,52.14,5214,Marketing.,Marketing,3,605,48879,65054,80393,186,21500
1051,The University of Alabama,Public,54.01,5401,History.,History,3,114,25533,47167,56524,53,20568
1008,Athens State University,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,13,78435,84779,90135,37,22750
1008,Athens State University,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,130,40948,40525,45657,121,17984
1008,Athens State University,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,37,42403,44003,51026,18,22366
1008,Athens State University,Public,23.01,2301,"English Language and Literature, General.",English,3,16,40917,39139,43504,22,18280
1008,Athens State University,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,55,50903,40020,40930,23,20832
1008,Athens State University,Public,26.01,2601,"Biology, General.",Biology,3,19,36907,,58894,16,
1008,Athens State University,Public,27.01,2701,Mathematics.,Mathematics,3,13,57584,49573,53236,18,
1008,Athens State University,Public,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,0,,,,,
1008,Athens State University,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,14,,,,,
1008,Athens State University,Public,40.05,4005,Chemistry.,Chemistry,3,3,,,,,
1008,Athens State University,Public,42.01,4201,"Psychology, General.",Psychology,3,22,34324,32271,39803,21,22180
1008,Athens State University,Public,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,14,,,,,
1008,Athens State University,Public,45.1,4510,Political Science and Government.,Political Science,3,3,,,,,
1008,Athens State University,Public,45.11,4511,Sociology.,Sociology,3,3,,,,,
1008,Athens State University,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,1,,,,,
1008,Athens State University,Public,50.07,5007,Fine and Studio Arts.,Art,3,15,38006,22524,29822,,
1008,Athens State University,Public,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,7,,,,,
1008,Athens State University,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,176,49436,53197,61403,159,20834
1008,Athens State University,Public,52.03,5203,Accounting and Related Services.,Accounting,3,73,46577,53691,61742,84,22073
1008,Athens State University,Public,54.01,5401,History.,History,3,11,,,,,
8310,Auburn University at Montgomery,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,48,45526,,,,31250
8310,Auburn University at Montgomery,Public,11.07,1107,Computer Science.,Computer Science,3,20,,,,,
8310,Auburn University at Montgomery,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,41,41081,41969,46873,38,27000
8310,Auburn University at Montgomery,Public,23.01,2301,"English Language and Literature, General.",English,3,15,,,,,
8310,Auburn University at Montgomery,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,0,,,40833,,
8310,Auburn University at Montgomery,Public,26.01,2601,"Biology, General.",Biology,3,49,31385,41273,48519,26,26500
8310,Auburn University at Montgomery,Public,27.01,2701,Mathematics.,Mathematics,3,6,,,,,
8310,Auburn University at Montgomery,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,39,36579,48465,53798,17,25500
8310,Auburn University at Montgomery,Public,40.05,4005,Chemistry.,Chemistry,3,25,,,,,
8310,Auburn University at Montgomery,Public,42.01,4201,"Psychology, General.",Psychology,3,47,30538,40311,42987,23,25140
8310,Auburn University at Montgomery,Public,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,26,38710,47219,56765,23,24418
8310,Auburn University at Montgomery,Public,45.06,4506,Economics.,Economics,3,7,,,,,
8310,Auburn University at Montgomery,Public,45.1,4510,Political Science and Government.,Political Science,3,9,,,,,
8310,Auburn University at Montgomery,Public,45.11,4511,Sociology.,Sociology,3,4,,,,,
8310,Auburn University at Montgomery,Public,50.07,5007,Fine and Studio Arts.,Art,3,24,18223,28032,41664,,22500
8310,Auburn University at Montgomery,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,134,69625,65957,78443,113,17245
8310,Auburn University at Montgomery,Public,52.01,5201,"Business/Commerce, General.",Business Administration,3,14,,50405,,,
8310,Auburn University at Montgomery,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,21,,49949,46244,21,
8310,Auburn University at Montgomery,Public,52.03,5203,Accounting and Related Services.,Accounting,3,28,42389,,,,24000
8310,Auburn University at Montgomery,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,12,39183,47843,53323,17,
8310,Auburn University at Montgomery,Public,52.14,5214,Marketing.,Marketing,3,15,,39887,43201,16,
8310,Auburn University at Montgomery,Public,54.01,5401,History.,History,3,12,,,,,
1009,Auburn University,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,134,72440,87874,104342,21,25000
1009,Auburn University,Public,11.07,1107,Computer Science.,Computer Science,3,80,,,,,
1009,Auburn University,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,137,42878,43311,46730,65,21723
1009,Auburn University,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,49,44897,44750,52004,157,21750
1009,Auburn University,Public,14.08,1408,Civil Engineering.,Civil Engineering,3,116,68291,73594,81856,82,21750
1009,Auburn University,Public,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,85,78680,83801,94383,59,22500
1009,Auburn University,Public,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,252,74005,83548,91940,121,23250
1009,Auburn University,Public,23.01,2301,"English Language and Literature, General.",English,3,49,33213,43708,50686,36,22750
1009,Auburn University,Public,26.01,2601,"Biology, General.",Biology,3,304,22132,56201,78788,138,23250
1009,Auburn University,Public,27.01,2701,Mathematics.,Mathematics,3,15,,47522,55525,19,
1009,Auburn University,Public,40.05,4005,Chemistry.,Chemistry,3,33,,,,,16182
1009,Auburn University,Public,42.01,4201,"Psychology, General.",Psychology,3,170,27606,42855,48338,74,19085
1009,Auburn University,Public,44.07,4407,Social Work.,Social Work,3,26,,40989,52381,35,20500
1009,Auburn University,Public,45.06,4506,Economics.,Economics,3,34,,60785,,,
1009,Auburn University,Public,45.1,4510,Political Science and Government.,Political Science,3,106,32228,62091,63805,49,20500
1009,Auburn University,Public,45.11,4511,Sociology.,Sociology,3,18,35378,51971,,,19500
1009,Auburn University,Public,50.04,5004,Design and Applied Arts.,Design,3,118,46585,48527,58793,65,25125
1009,Auburn University,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,13,20899,,,,21750
1009,Auburn University,Public,50.07,5007,Fine and Studio Arts.,Art,3,18,,31845,38393,20,
1009,Auburn University,Public,50.09,5009,Music.,Music,3,18,,44916,51177,,
1009,Auburn University,Public,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,33,45291,61483,70747,41,24000
1009,Auburn University,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,206,67120,63285,71237,62,20449
1009,Auburn University,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,516,56948,66560,76513,237,20750
1009,Auburn University,Public,52.03,5203,Accounting and Related Services.,Accounting,3,153,60381,68374,79838,92,21250
1009,Auburn University,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,264,55875,71821,83481,120,19500
1009,Auburn University,Public,52.14,5214,Marketing.,Marketing,3,301,45460,56959,67766,81,19500
1009,Auburn University,Public,54.01,5401,History.,History,3,47,30458,42490,47668,32,20750
1012,Birmingham-Southern College,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,14,,,,,
1012,Birmingham-Southern College,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,14,,,,,
1012,Birmingham-Southern College,Private,23.01,2301,"English Language and Literature, General.",English,3,3,,,,,
1012,Birmingham-Southern College,Private,26.01,2601,"Biology, General.",Biology,3,24,,,44716,,25000
1012,Birmingham-Southern College,Private,27.01,2701,Mathematics.,Mathematics,3,9,,,,,
1012,Birmingham-Southern College,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,8,,,,,
1012,Birmingham-Southern College,Private,40.05,4005,Chemistry.,Chemistry,3,3,,,,,
1012,Birmingham-Southern College,Private,42.01,4201,"Psychology, General.",Psychology,3,17,27383,39668,48809,17,24857
1012,Birmingham-Southern College,Private,45.06,4506,Economics.,Economics,3,3,,,,,
1012,Birmingham-Southern College,Private,45.1,4510,Political Science and Government.,Political Science,3,6,,,,,
1012,Birmingham-Southern College,Private,45.11,4511,Sociology.,Sociology,3,2,,,,,
1012,Birmingham-Southern College,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,7,,,,,
1012,Birmingham-Southern College,Private,50.07,5007,Fine and Studio Arts.,Art,3,9,,,,,
1012,Birmingham-Southern College,Private,50.09,5009,Music.,Music,3,4,,,,,
1012,Birmingham-Southern College,Private,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,22,,,,,
1012,Birmingham-Southern College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,60,40689,65040,67037,42,26000
1012,Birmingham-Southern College,Private,52.03,5203,Accounting and Related Services.,Accounting,3,14,,,,,18625
1012,Birmingham-Southern College,Private,54.01,5401,History.,History,3,15,,,,,
13039,South University-Montgomery,Private,42.01,4201,"Psychology, General.",Psychology,3,1,28684,36910,38844,107,44548
13039,South University-Montgomery,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,2,37713,42478,47301,131,42354
13039,South University-Montgomery,Private,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,0,36654,40651,47545,132,47778
13039,South University-Montgomery,Private,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,1,39722,40160,45275,186,39675
13039,South University-Montgomery,Private,51.22,5122,Public Health.,Public Health,3,4,34789,,,,38888
13039,South University-Montgomery,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,26,77635,78626,90784,1567,23592
13039,South University-Montgomery,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,5,43773,48439,54466,289,46000
1003,Faulkner University,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,4,,,,,
1003,Faulkner University,Private,11.07,1107,Computer Science.,Computer Science,3,1,,,,,
1003,Faulkner University,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,8,,,,,
1003,Faulkner University,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,2,,,,,
1003,Faulkner University,Private,23.01,2301,"English Language and Literature, General.",English,3,5,,,,,
1003,Faulkner University,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,0,,,,,
1003,Faulkner University,Private,26.01,2601,"Biology, General.",Biology,3,1,,,,,
1003,Faulkner University,Private,27.01,2701,Mathematics.,Mathematics,3,5,,,,,
1003,Faulkner University,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,10,25710,,,,32040
1003,Faulkner University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,78,54704,40352,46550,28,22100
1003,Faulkner University,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,1,,,,,
1003,Faulkner University,Private,50.09,5009,Music.,Music,3,1,,,,,
1003,Faulkner University,Private,52.01,5201,"Business/Commerce, General.",Business Administration,3,58,44785,,,,18750
1003,Faulkner University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,72,36990,49568,52681,44,26750
1003,Faulkner University,Private,52.03,5203,Accounting and Related Services.,Accounting,3,9,,,,,
1003,Faulkner University,Private,54.01,5401,History.,History,3,2,,,,,
9621,Herzing University-Birmingham,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,1,67229,58875,63953,65,19310
9621,Herzing University-Birmingham,Private,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,6,39231,45666,51340,126,37778
9621,Herzing University-Birmingham,Private,52.01,5201,"Business/Commerce, General.",Business Administration,3,0,,,,,
9621,Herzing University-Birmingham,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,1,52469,55767,65935,139,33791
9621,Herzing University-Birmingham,Private,52.03,5203,Accounting and Related Services.,Accounting,3,0,49538,54212,63013,42,
1019,Huntingdon College,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,5,,,,,
1019,Huntingdon College,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,3,,47189,53514,20,
1019,Huntingdon College,Private,23.01,2301,"English Language and Literature, General.",English,3,9,,,,,
1019,Huntingdon College,Private,26.01,2601,"Biology, General.",Biology,3,14,,47935,,,
1019,Huntingdon College,Private,27.01,2701,Mathematics.,Mathematics,3,2,,,,,
1019,Huntingdon College,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,49,28469,33761,43319,28,26500
1019,Huntingdon College,Private,40.05,4005,Chemistry.,Chemistry,3,3,,,,,
1019,Huntingdon College,Private,42.01,4201,"Psychology, General.",Psychology,3,15,,,42095,,
1019,Huntingdon College,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,8,,,,,
1019,Huntingdon College,Private,45.1,4510,Political Science and Government.,Political Science,3,5,,,,,
1019,Huntingdon College,Private,50.07,5007,Fine and Studio Arts.,Art,3,1,,,,,
1019,Huntingdon College,Private,50.09,5009,Music.,Music,3,3,,,,,
1019,Huntingdon College,Private,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,3,,,,,
1019,Huntingdon College,Private,52.01,5201,"Business/Commerce, General.",Business Administration,3,24,32446,63213,66323,,27000
